English Ale V INIS                           ,Inland Island Yeast     ,INIS-315                                ,Ale               ,Very High,0.665,65  ,68
English Dry Ale INIS                         ,Inland Island Yeast     ,INIS-318                                ,Ale               ,Med/High ,0.75 ,65  ,70
German Monk Lager INIS                       ,Inland Island Yeast     ,INIS-711                                ,Lager             ,Medium   ,0.73 ,50  ,54
INIS                                         ,Inland Island Yeast     ,INIS-008                                ,Ales              ,High     ,0.73 ,64  ,74
INIS                                         ,Inland Island Yeast     ,INIS-055                                ,Ales              ,Low      ,0.72 ,65  ,69
INIS                                         ,Inland Island Yeast     ,INIS-241                                ,Belgian Ales      ,Medium   ,0.74 ,64  ,74
INIS                                         ,Inland Island Yeast     ,INIS-298                                ,Belgian Ales      ,Medium   ,0.75 ,70  ,78
INIS                                         ,Inland Island Yeast     ,INIS-451                                ,Ales              ,High     ,0.72 ,63  ,73
INIS                                         ,Inland Island Yeast     ,INIS-573                                ,Ales              ,Medium   ,0.75 ,65  ,69
INIS                                         ,Inland Island Yeast     ,INIS 701                                ,Lagers            ,Medium   ,0.775,50  ,55
Northern California Ale Yeast INIS           ,Inland Island Yeast     ,INIS-001                                ,Ale               ,Medium   ,0.75 ,60  ,72
Saison: Farmhouse INIS                       ,Inland Island Yeast     ,INIS-291                                ,Ale               ,Medium   ,0.765,70  ,95
LALBREW BRY                                  ,LalBrew                 ,BRY-97                                  ,Ales              ,High     ,0.75 ,59  ,72
LALBREW ABBAYE BELGIAN ALE YEAST             ,Lallemand               ,                                        ,Belgian Ales      ,Medium   ,0.88 ,63  ,77
Belle Saison                                 ,Lallemand               ,                                        ,Ales              ,Low      ,0.9  ,59  ,95
LalBrew Diamond Lager                        ,Lallemand               ,                                        ,Lagers            ,High     ,0.8  ,50  ,59
Lalbrew New England                          ,Lallemand               ,                                        ,Ales              ,Medium   ,0.75 ,59  ,72
LALBREW CBC                                  ,Lallemand               ,CBC-1                                   ,Ales              ,High     ,0.65 ,59  ,77
LALBREW KÖLN KÖLSCH STYLE ALE YEAST          ,Lallemand               ,Koln                                    ,Ales              ,Medium   ,0.75 ,59  ,72
LALBREW LONDON ENGLISH                       ,Lallemand               ,London ESB                              ,British Ales      ,Low      ,0.65 ,65  ,72
LALBREW MUNICH CLASSIC WHEAT BEER YEAST      ,Lallemand               ,WB                                      ,Ales              ,Low      ,0.78 ,64  ,72
LALBREW NOTTINGHAM HIGH PERFORMANCE ALE YEAST,Lallemand               ,                                        ,Ales              ,High     ,0.8  ,50  ,72
LALBREW VOSS KVEIK ALE YEAST                 ,Lallemand               ,VOSS                                    ,Ales              ,High     ,0.8  ,77  ,104
LALBREW WINDSOR BRITISH                      ,Lallemand               ,                                        ,Ales              ,Low      ,0.7  ,59  ,72
Lalvin 71B                                   ,Lallemand               ,71B                                     ,Mead              ,High     ,1    ,59  ,86
Lalvin EC                                    ,Lallemand               ,EC 1118                                 ,Champagne         ,High     ,0.65 ,59  ,77
Lalvin ICV D                                 ,Lallemand               ,Saccharomyces cerevisiae var. cerevisiae,Wine              ,Medium   ,0.95 ,59  ,86
Sourvisiae                                   ,Lallemand               ,Sourvisiae                              ,Ales              ,Medium   ,0.85 ,50  ,72
WILDBREW HELVETICUS PITCH                    ,Lallemand               ,Helveticus Pitch                        ,Wilds & Sours     ,Low      ,0    ,100 ,113
Windsor                                      ,Lallemand               ,                                        ,British Ales      ,Low      ,0.65 ,59  ,72
Bruxelles Trois                              ,Le Labo                 ,LSB2013                                 ,Ales              ,Low      ,0.835,69.8,82.4
English Ale                                  ,Levtec                  ,                                        ,British Ales      ,Medium   ,0.75 ,60.8,71.6
Levtec                                       ,Levtec                  ,                                        ,Ales              ,Medium   ,0.75 ,64.4,71.6
Seljeset kveik                               ,Levtec                  ,                                        ,Ales              ,High     ,0.78 ,77  ,104
Abbey Ale – TeckBrew 40                      ,Levteck                 ,                                        ,Belgian Ales      ,Medium   ,0.78 ,66  ,73
Bavarian Lager M76                           ,Mangrove Jack           ,M76                                     ,Lager             ,Medium   ,0.775,45  ,57
Bavarian Wheat Yeast M20                     ,Mangrove Jack           ,M20                                     ,Ale               ,Low      ,0.73 ,59  ,86
Belgian Abbey M47                            ,Mangrove Jack           ,M47                                     ,Ale               ,Med/High ,0.75 ,64  ,77
Belgian Ale Yeast M41                        ,Mangrove Jack           ,M41                                     ,Ale               ,Medium   ,0.85 ,64  ,82
Belgian Tripel M31                           ,Mangrove Jack           ,M31                                     ,Ale               ,Medium   ,0.85 ,64  ,82
Belgian Wit M21                              ,Mangrove Jack           ,M21                                     ,Ale               ,Low/Med  ,0.725,64  ,77
Bohemian Lager Yeast M84                     ,Mangrove Jack           ,M84                                     ,Lager             ,High     ,0.78 ,50  ,59
British Ale Yeast M07                        ,Mangrove Jack           ,M07                                     ,Ale               ,High     ,0.78 ,57  ,72
Burton Union Yeast M79                       ,Mangrove Jack           ,M79                                     ,Ale               ,High     ,0.78 ,62  ,74
Californian Lager M54                        ,Mangrove Jack           ,M54                                     ,Lager             ,Med/High ,0.795,64  ,68
Craft Series Cider Yeast                     ,Mangrove Jack           ,                                        ,Cider             ,High     ,0.78 ,64  ,75
Empire Ale M15                               ,Mangrove Jack           ,M15                                     ,Ale               ,Med/High ,0.725,70  ,75
French Saison Ale M29                        ,Mangrove Jack           ,M29                                     ,Ale               ,Medium   ,0.875,79  ,90
Liberty Bell Ale M36                         ,Mangrove Jack           ,M36                                     ,Ale               ,Med/High ,0.76 ,62  ,74
Mead M05                                     ,Mangrove Jack           ,M05                                     ,Mead              ,Med/High ,0.975,59  ,86
New World Strong Ale M42                     ,Mangrove Jack           ,M42                                     ,Ale               ,High     ,0.795,61  ,72
Newcastle Dark Ale Yeast M03                 ,Mangrove Jack           ,M03                                     ,Ale               ,Medium   ,0.73 ,64  ,72
UK Dark Ale Yeast                            ,Mangrove Jack           ,                                        ,Ale               ,Medium   ,0.73 ,64  ,72
US West Coast Yeast M44                      ,Mangrove Jack           ,M44                                     ,Ale               ,High     ,0.78 ,59  ,74
Workhorse Beer Yeast M10                     ,Mangrove Jack           ,M10                                     ,Ale               ,Medium   ,0.78 ,59  ,68
Gervin Ale                                   ,Muntons                 ,GV-12                                   ,Ales              ,Low      ,0.7  ,61  ,72
Abbey Ale C OYL                              ,Omega Yeast Labs        ,OYL-018                                 ,Belgian Ales      ,Low/Med  ,0.76 ,68  ,78
All the Bretts OYL                           ,Omega Yeast Labs        ,OYL-218                                 ,Bretts and Blends ,Low      ,0.48 ,68  ,85
Alt OYL                                      ,Omega Yeast Labs        ,OYL-001                                 ,Ales              ,Low      ,0.75 ,55  ,68
American Lager OYL                           ,Omega Yeast Labs        ,OYL-103                                 ,Lagers            ,Medium   ,0.75 ,48  ,56
American Pilsner OYL                         ,Omega Yeast Labs        ,OYL-102                                 ,Lagers            ,Medium   ,0.73 ,48  ,56
American Wheat OYL                           ,Omega Yeast Labs        ,OYL-002                                 ,Ales              ,Low      ,0.76 ,58  ,74
Bavarian Wheat OYL                           ,Omega Yeast Labs        ,OYL-025                                 ,Ales              ,Low      ,0.73 ,64  ,75
Bayern Lager OYL                             ,Omega Yeast Labs        ,OYL-114                                 ,Lagers            ,Medium   ,0.74 ,51  ,62
Belgian Ale A OYL                            ,Omega Yeast Labs        ,OYL-024                                 ,Belgian Ales      ,High     ,0.79 ,65  ,78
Belgian Ale D OYL                            ,Omega Yeast Labs        ,OYL-019                                 ,Belgian Ales      ,Low      ,0.76 ,64  ,80
Belgian Ale DK OYL                           ,Omega Yeast Labs        ,OYL-049                                 ,Belgian Ales      ,Medium   ,0.77 ,67  ,70
Belgian Ale O OYL                            ,Omega Yeast Labs        ,OYL-046                                 ,Belgian Ales      ,Medium   ,0.77 ,66  ,72
Belgian Ale R OYL                            ,Omega Yeast Labs        ,OYL-020                                 ,Belgian Ales      ,Medium   ,0.78 ,65  ,75
Belgian Ale W OYL                            ,Omega Yeast Labs        ,OYL-028                                 ,Belgian Ales      ,Medium   ,0.76 ,64  ,78
Belgian Dark Ale A OYL                       ,Omega Yeast Labs        ,OYL-040                                 ,Belgian Ales      ,Medium   ,0.765,65  ,80
Belgian Saison I OYL                         ,Omega Yeast Labs        ,OYL-027                                 ,Belgian Ales      ,Low      ,0.78 ,70  ,95
Belgian Saison II OYL                        ,Omega Yeast Labs        ,OYL-042                                 ,Belgian Ales      ,Medium   ,0.77 ,70  ,84
Belgian Wheat OYL                            ,Omega Yeast Labs        ,OYL-029                                 ,Belgian Ales      ,Medium   ,0.74 ,64  ,74
Biere de Garde OYL                           ,Omega Yeast Labs        ,OYL-039                                 ,Belgian Ales      ,Low      ,0.77 ,70  ,84
Brett Blend #1 Where Da Funk? OYL            ,Omega Yeast Labs        ,OYL-210                                 ,Bretts and Blends ,Very Low ,0.83 ,68  ,80
Brett Blend #2 Bit O Funk OYL                ,Omega Yeast Labs        ,OYL-211                                 ,Bretts and Blends ,Very Low ,0.48 ,68  ,80
Brett Blend #3 Bring On Da Funk OYL          ,Omega Yeast Labs        ,OYL-212                                 ,Bretts and Blends ,Very Low ,0.48 ,68  ,80
Brettanomyces Bruxellensis OYL               ,Omega Yeast Labs        ,OYL-202                                 ,Bretts and Blends ,Low      ,0.48 ,68  ,85
Brettanomyces Claussenii OYL                 ,Omega Yeast Labs        ,OYL-201                                 ,Bretts and Blends ,Low      ,0.48 ,68  ,85
Brettanomyces Lambicus OYL                   ,Omega Yeast Labs        ,OYL-203                                 ,Bretts and Blends ,Low      ,0.48 ,68  ,85
British Ale I OYL                            ,Omega Yeast Labs        ,OYL-006                                 ,British Ales      ,Med/High ,0.75 ,64  ,72
British Ale II OYL                           ,Omega Yeast Labs        ,OYL-007                                 ,British Ales      ,Med/High ,0.7  ,64  ,75
British Ale III OYL                          ,Omega Yeast Labs        ,OYL-008                                 ,British Ales      ,High     ,0.71 ,64  ,74
British Ale IV OYL                           ,Omega Yeast Labs        ,OYL-010                                 ,British Ales      ,Low/Med  ,0.73 ,62  ,73
British Ale V OYL                            ,Omega Yeast Labs        ,OYL-011                                 ,British Ales      ,High     ,0.73 ,64  ,74
British Ale VI OYL                           ,Omega Yeast Labs        ,OYL-013                                 ,British Ales      ,High     ,0.75 ,63  ,75
British Ale VII OYL                          ,Omega Yeast Labs        ,OYL-014                                 ,British Ales      ,High     ,0.69 ,64  ,72
British Ale VIII OYL                         ,Omega Yeast Labs        ,OYL-016                                 ,British Ales      ,Very High,0.69 ,64  ,72
British Ale XI OYL                           ,Omega Yeast Labs        ,OYL-048                                 ,British Ales      ,High     ,0.77 ,66  ,70
British Cask OYL                             ,Omega Yeast Labs        ,OYL-038                                 ,British Ales      ,High     ,0.755,63  ,72
C2C American Farmhouse OYL                   ,Omega Yeast Labs        ,OYL-217                                 ,Bretts and Blends ,Low      ,0.78 ,68  ,80
CL                                           ,Omega Yeast Labs        ,OYL-041                                 ,Ales              ,Low      ,0.75 ,60  ,70
Danish Lager OYL                             ,Omega Yeast Labs        ,OYL-104                                 ,Lagers            ,Low      ,0.75 ,46  ,56
DIPA Ale OYL                                 ,Omega Yeast Labs        ,OYL-052                                 ,Ales              ,Low/Med  ,0.76 ,65  ,72
East Coast Ale OYL                           ,Omega Yeast Labs        ,OYL-032                                 ,Ales              ,Low/Med  ,0.73 ,68  ,73
French Saison OYL                            ,Omega Yeast Labs        ,OYL-026                                 ,Belgian Ales      ,Low      ,0.85 ,65  ,77
German Bock OYL                              ,Omega Yeast Labs        ,OYL-111                                 ,Lagers            ,Medium   ,0.73 ,48  ,55
German Lager I OYL                           ,Omega Yeast Labs        ,OYL-106                                 ,Lagers            ,Low/Med  ,0.75 ,45  ,68
German Lager II OYL                          ,Omega Yeast Labs        ,OYL-109                                 ,Lagers            ,Med/High ,0.72 ,50  ,55
Grand Cru OYL                                ,Omega Yeast Labs        ,OYL-023                                 ,Belgian Ales      ,Low      ,0.74 ,63  ,76
Gulo Ale OYL                                 ,Omega Yeast Labs        ,OYL-501                                 ,Ales              ,Medium   ,0.875,68  ,77
Hefeweizen Ale I OYL                         ,Omega Yeast Labs        ,OYL-021                                 ,Ales              ,Low      ,0.75 ,65  ,75
Hefeweizen Ale II OYL                        ,Omega Yeast Labs        ,OYL-022                                 ,Ales              ,High     ,0.73 ,63  ,75
Hornindal Kveik OYL                          ,Omega Yeast Labs        ,OYL-091                                 ,Norwegian Ales    ,High/Low ,0.79 ,70  ,95
HotHead Ale OYL                              ,Omega Yeast Labs        ,OYL-057                                 ,Norwegian Ales    ,Med/High ,0.8  ,62  ,98
Irish Ale OYL                                ,Omega Yeast Labs        ,OYL-005                                 ,British Ales      ,Medium   ,0.72 ,62  ,72
Jovaru Lithuanian Farmhouse OYL              ,Omega Yeast Labs        ,OYL-033                                 ,Ales              ,High     ,0.85 ,70  ,95
Kolsch I OYL                                 ,Omega Yeast Labs        ,OYL-017                                 ,Ales              ,Low      ,0.75 ,56  ,70
Kolsch II OYL                                ,Omega Yeast Labs        ,OYL-044                                 ,Ales              ,Medium   ,0.75 ,65  ,69
Lactobacillus Blend OYL                      ,Omega Yeast Labs        ,OYL-605                                 ,Bacterial Cultures,Low      ,0    ,68  ,95
Lager I OYL                                  ,Omega Yeast Labs        ,OYL-100                                 ,Lagers            ,Med/High ,0.73 ,48  ,56
London Ale OYL                               ,Omega Yeast Labs        ,OYL-003                                 ,British Ales      ,Medium   ,0.72 ,66  ,72
Mexican Lager OYL                            ,Omega Yeast Labs        ,OYL-113                                 ,Lagers            ,Medium   ,0.74 ,50  ,55
New Jersey Ale OYL                           ,Omega Yeast Labs        ,OYL-045                                 ,Ales              ,High     ,0.76 ,66  ,72
Oktoberfest OYL                              ,Omega Yeast Labs        ,OYL-107                                 ,Lagers            ,Med/High ,0.75 ,46  ,58
Pacific NW Ale OYL                           ,Omega Yeast Labs        ,OYL-012                                 ,Ales              ,High     ,0.69 ,65  ,75
Pilsner I OYL                                ,Omega Yeast Labs        ,OYL-101                                 ,Lagers            ,Med/High ,0.74 ,48  ,56
Pilsner II OYL                               ,Omega Yeast Labs        ,OYL-108                                 ,Lagers            ,Med/High ,0.72 ,50  ,58
Saisonsteins Monster OYL                     ,Omega Yeast Labs        ,OYL-500                                 ,Ales              ,Low      ,0.8  ,65  ,78
Scottish Ale OYL                             ,Omega Yeast Labs        ,OYL-015                                 ,British Ales      ,Medium   ,0.75 ,65  ,70
Swiss Lager OYL                              ,Omega Yeast Labs        ,OYL-112                                 ,Lagers            ,Medium   ,0.75 ,50  ,55
Tropical IPA OYL                             ,Omega Yeast Labs        ,OYL-200                                 ,Ales              ,Low      ,0.925,75  ,85
Voss Kveik OYL                               ,Omega Yeast Labs        ,OYL-061                                 ,Norwegian Ales    ,Medium   ,0.79 ,68  ,98
West Coast Ale I OYL                         ,Omega Yeast Labs        ,OYL-004                                 ,Ales              ,Low/Med  ,0.77 ,60  ,73
West Coast Ale II OYL                        ,Omega Yeast Labs        ,OYL-009                                 ,Ales              ,Medium   ,0.74 ,60  ,72
West Coast Ale III OYL                       ,Omega Yeast Labs        ,OYL-043                                 ,Ales              ,Med/High ,0.8  ,65  ,68
West Coast Ale IV OYL                        ,Omega Yeast Labs        ,OYL-050                                 ,Ales              ,Med/High ,0.77 ,62  ,74
West Coast Lager OYL                         ,Omega Yeast Labs        ,OYL-105                                 ,Lagers            ,High     ,0.69 ,58  ,68
Wit OYL                                      ,Omega Yeast Labs        ,OYL-030                                 ,Belgian Ales      ,Medium   ,0.74 ,62  ,75
Lucky No. 7                                  ,Real Brewers            ,                                        ,Ale               ,High     ,0.75 ,68  ,75
The Monk                                     ,Real Brewers            ,                                        ,Ale               ,Medium   ,0.78 ,66  ,72
The One                                      ,Real Brewers            ,                                        ,Ale               ,High     ,0.75 ,68  ,75
Ye Olde English                              ,Real Brewers            ,                                        ,Ale               ,Medium   ,0.7  ,65  ,70
Premier Blanc Yeast                          ,Red Star                ,UCD595                                  ,Wine              ,Low      ,0    ,59  ,86
RVA 101 Chico Ale                            ,RVA Yeast Labs          ,RVA 101                                 ,Ale               ,Medium   ,0.775,67  ,73
RVA 102 Boston Ale                           ,RVA Yeast Labs          ,RVA 102                                 ,Ale               ,Medium   ,0.725,65  ,73
RVA 103 Pacman Ale                           ,RVA Yeast Labs          ,RVA 103                                 ,Ale               ,Med/High ,0.76 ,62  ,72
RVA 104 Hoptopper Ale                        ,RVA Yeast Labs          ,RVA 104                                 ,Ale               ,Low/Med  ,0.775,64  ,76
RVA 131 Chiswick Ale                         ,RVA Yeast Labs          ,RVA 131                                 ,Ale               ,Very High,0.685,65  ,70
RVA 132 Manchester Ale                       ,RVA Yeast Labs          ,RVA 132                                 ,Ale               ,High     ,0.725,65  ,72
RVA 141 Scotch Ale                           ,RVA Yeast Labs          ,RVA 141                                 ,Ale               ,Medium   ,0.725,65  ,70
RVA 151 Dublin Ale                           ,RVA Yeast Labs          ,RVA 151                                 ,Ale               ,Med/High ,0.725,65  ,70
RVA 161 German Ale I                         ,RVA Yeast Labs          ,RVA 161                                 ,Ale               ,Medium   ,0.73 ,60  ,68
RVA 201 Trappist Ale I                       ,RVA Yeast Labs          ,RVA 201                                 ,Ale               ,Medium   ,0.775,65  ,72
RVA 202 Trappist Ale II                      ,RVA Yeast Labs          ,RVA 202                                 ,Ale               ,Medium   ,0.775,65  ,72
RVA 203 Trappist Ale III                     ,RVA Yeast Labs          ,RVA 203                                 ,Ale               ,Medium   ,0.775,65  ,72
RVA 204 Trappist Ale IV                      ,RVA Yeast Labs          ,RVA 204                                 ,Ale               ,Medium   ,0.775,65  ,72
RVA 221 Belgian 1833 Ale                     ,RVA Yeast Labs          ,RVA 221                                 ,Ale               ,Medium   ,0.765,67  ,70
RVA 222 Belgian Gnome Ale                    ,RVA Yeast Labs          ,RVA 222                                 ,Ale               ,High     ,0.765,67  ,75
RVA 241 Verboten Ale                         ,RVA Yeast Labs          ,RVA 241                                 ,Ale               ,Low      ,0.725,65  ,75
RVA 251 Golden Strong Ale                    ,RVA Yeast Labs          ,RVA 251                                 ,Ale               ,Medium   ,0.765,68  ,75
RVA 261 Saison I                             ,RVA Yeast Labs          ,RVA 261                                 ,Ale               ,Medium   ,0.7  ,75  ,85
RVA 262 Saison II                            ,RVA Yeast Labs          ,RVA 262                                 ,Ale               ,Medium   ,0.785,67  ,77
RVA 263 Ghost Ale                            ,RVA Yeast Labs          ,RVA 263                                 ,Ale               ,Medium   ,0.805,65  ,80
RVA 301 American Lager                       ,RVA Yeast Labs          ,RVA 301                                 ,Lager             ,Medium   ,0.775,50  ,55
RVA 302 München Lager                        ,RVA Yeast Labs          ,RVA 302                                 ,Lager             ,High     ,0.775,58  ,65
RVA 303 Oktoberfest Lager                    ,RVA Yeast Labs          ,RVA 303                                 ,Lager             ,Medium   ,0.69 ,52  ,58
RVA 304 Czech Lager                          ,RVA Yeast Labs          ,RVA 304                                 ,Lager             ,Medium   ,0.775,50  ,55
Alt Ale BRY 144                              ,Siebel Institute        ,BRY 144                                 ,Ale               ,Medium   ,0.78 ,59  ,68
American Ale BRY 96                          ,Siebel Institute        ,BRY 96                                  ,Ale               ,Medium   ,0.78 ,64  ,72
American Lager BRY 118                       ,Siebel Institute        ,BRY 118                                 ,Lager             ,High     ,0.72 ,68  ,72
Bavarian Weizen Ale BRY 235                  ,Siebel Institute        ,BRY 235                                 ,Ale               ,High     ,0.73 ,50  ,57
English Ale BRY 264                          ,Siebel Institute        ,BRY 264                                 ,Ale               ,Medium   ,0.78 ,59  ,68
German Kölsch BRY 401                        ,Siebel Institute        ,BRY 401                                 ,Ale               ,Low      ,0.72 ,55  ,59
North European Lager BRY 203                 ,Siebel Institute        ,BRY 203                                 ,Lager             ,Low      ,0.78 ,68  ,72
Trappist Ale BRY 204                         ,Siebel Institute        ,BRY 204                                 ,Ale               ,Medium   ,0.78 ,64  ,72
Amalgamation                                 ,The Yeast Bay           ,WLP4637                                 ,Wilds & Sours     ,Low      ,0.85 ,70  ,80
Amalgamation II                              ,The Yeast Bay           ,WLP4641                                 ,Wilds & Sours     ,Low      ,0.84 ,70  ,80
Beersel Brettanomyces Blend                  ,The Yeast Bay           ,WLP4603                                 ,Wilds & Sours     ,Medium   ,0.78 ,70  ,80
Brettanomyces Bruxellenis TYB261             ,The Yeast Bay           ,TYB261                                  ,Wilds & Sours     ,Low      ,0.81 ,72  ,82
BRETTANOMYCES BRUXELLENSIS                   ,The Yeast Bay           ,TYB184                                  ,Wilds & Sours     ,Medium   ,0.85 ,72  ,82
Brettanomyces Bruxellensis                   ,The Yeast Bay           ,TYB207                                  ,Wilds & Sours     ,Low      ,0.81 ,72  ,82
Brettanomyces Bruxellensis                   ,The Yeast Bay           ,TYB307                                  ,Wilds & Sours     ,Low      ,0.82 ,70  ,80
Brettanomyces bruxellensis                   ,The Yeast Bay           ,TYB415                                  ,Wilds & Sours     ,Low      ,0.84 ,70  ,80
Brussels Brettanomyces Blend                 ,The Yeast Bay           ,WLP4613                                 ,Wilds & Sours     ,Medium   ,0.8  ,70  ,80
Dark Belgian Cask                            ,The Yeast Bay           ,WLP4653                                 ,Wilds & Sours     ,Medium   ,0.825,68  ,75
Dry Belgian Ale                              ,The Yeast Bay           ,WLP4025                                 ,Ales              ,High     ,0.925,68  ,74
Farmhouse Sour Ale                           ,The Yeast Bay           ,WLP4675                                 ,Wilds & Sours     ,Medium   ,0.9  ,70  ,78
Flanders Specialty Ale                       ,The Yeast Bay           ,WLP4001                                 ,Ales              ,Medium   ,0.8  ,68  ,80
Framgarden Kveik                             ,The Yeast Bay           ,WLP4051                                 ,Norwegian Ales    ,Medium   ,0.8  ,80  ,95
Franconian Dark Lager                        ,The Yeast Bay           ,WLP4030                                 ,Ales              ,Medium   ,0.71 ,46  ,51
Funktown Pale Ale                            ,The Yeast Bay           ,WLP4627                                 ,Ales              ,Medium   ,0.79 ,68  ,74
Hazy Daze                                    ,The Yeast Bay           ,WLP4042                                 ,Ales              ,Low      ,0.81 ,64  ,70
Hazy Daze II                                 ,The Yeast Bay           ,WLP4044                                 ,Ales              ,Low      ,0.83 ,66  ,72
Hessian Pils                                 ,The Yeast Bay           ,WLP4035                                 ,Ales              ,Medium   ,0.735,45  ,48
HORNINDAL KVEIK                              ,The Yeast Bay           ,WLP4050                                 ,Norwegian Ales    ,Medium   ,0.79 ,80  ,95
Lactobacillus Blend                          ,The Yeast Bay           ,WLP4682                                 ,Wilds & Sours     ,Low      ,0.8  ,70  ,90
Lactobacillus brevis                         ,The Yeast Bay           ,WLP4681                                 ,Wilds & Sours     ,Low      ,0.04 ,70  ,90
Lida Kveik                                   ,The Yeast Bay           ,WLP4052                                 ,Norwegian Ales    ,Low      ,0.79 ,80  ,90
Lochristi Brettanomyces Blend                ,The Yeast Bay           ,WLP4623                                 ,Wilds & Sours     ,Medium   ,0.8  ,70  ,80
Mélange                                      ,The Yeast Bay           ,WLP4633                                 ,Wilds & Sours     ,Medium   ,0.85 ,68  ,78
Metschnikowia reukaufii                      ,The Yeast Bay           ,WLP4650                                 ,Wilds & Sours     ,Low      ,0.225,60  ,90
Midtbust Kveik                               ,The Yeast Bay           ,WLP4053                                 ,Norwegian Ales    ,Low      ,0.78 ,75  ,95
Midwestern Ale                               ,The Yeast Bay           ,WLP4040                                 ,Ales              ,Medium   ,0.78 ,64  ,72
Northeastern Abbey                           ,The Yeast Bay           ,WLP4015                                 ,Ales              ,Medium   ,0.79 ,68  ,75
Pakruojis Lithuanian Farmhouse               ,The Yeast Bay           ,WLP4047                                 ,Norwegian Ales    ,Low      ,0.95 ,75  ,95
Saison Blend                                 ,The Yeast Bay           ,WLP4007                                 ,Ales              ,Medium   ,0.79 ,72  ,82
Saison Blend II                              ,The Yeast Bay           ,WLP4021                                 ,Ales              ,Medium   ,0.85 ,68  ,80
Saison/Brettanomyces Blend                   ,The Yeast Bay           ,WLP4626                                 ,Ales              ,Medium   ,0.8  ,70  ,78
Saison/Brettanomyces Blend II                ,The Yeast Bay           ,WLP4636                                 ,Wilds & Sours     ,Medium   ,0.83 ,72  ,80
Sigmunds Voss Kveik                          ,The Yeast Bay           ,WLP4045                                 ,Norwegian Ales    ,High     ,0.805,70  ,100
Simonaitis Lithuanian Farmhouse              ,The Yeast Bay           ,WLP4046                                 ,Norwegian Ales    ,High     ,0.79 ,75  ,95
Transatlantic Berliner Blend                 ,The Yeast Bay           ,WLP4645                                 ,Wilds & Sours     ,Medium   ,0.925,66  ,75
TYB House Sour Blend                         ,The Yeast Bay           ,                                        ,Wilds & Sours     ,Low      ,0.925,68  ,78
Vermont Ale                                  ,The Yeast Bay           ,WLP4000                                 ,Ales              ,Medium   ,0.785,64  ,72
Wallonian Farmhouse                          ,The Yeast Bay           ,WLP4020                                 ,Ales              ,Medium   ,0.845,68  ,78
Wallonian Farmhouse II                       ,The Yeast Bay           ,WLP4022                                 ,Ales              ,Medium   ,0.81 ,68  ,80
Wallonian III Farmhouse                      ,The Yeast Bay           ,WLP4023                                 ,Ales              ,Low      ,0.83 ,68  ,80
Bjorn                                        ,WHC Lab                 ,Bjorn                                   ,Norwegian Ales    ,High     ,0.75 ,86  ,95
Funky Pineapple                              ,WHC Lab                 ,                                        ,Ales              ,Low      ,0.8  ,64.4,82.4
Lagertha                                     ,WHC Lab                 ,                                        ,Norwegian Ales    ,High     ,0.76 ,89.6,98.6
Odin                                         ,WHC Lab                 ,                                        ,Norwegian Ales    ,High     ,0.76 ,77  ,98.6
Ragnar                                       ,WHC Lab                 ,                                        ,Norwegian Ales    ,High     ,0.76 ,91.4,104
Sanders                                      ,WHC Lab                 ,Sanders                                 ,Ales              ,Medium   ,0.75 ,60.8,69.9
Saturated                                    ,WHC Lab                 ,Saturated                               ,Ales              ,Medium   ,0.73 ,68  ,73.4
The Wall                                     ,WHC Lab                 ,THE WALL                                ,Ales              ,Medium   ,0.77 ,60.8,69.8
Ubbe                                         ,WHC Lab                 ,UBBE                                    ,Norwegian Ales    ,Medium   ,0.77 ,86  ,98.6
Valkyrie/Ebbegarden                          ,WHC Lab                 ,                                        ,Norwegian Ales    ,High     ,0.75 ,87.8,98.6
Abbey Ale Yeast WLP530                       ,White Labs              ,WLP530                                  ,Ale               ,Med/High ,0.775,66  ,72
Abbey IV Ale Yeast WLP540                    ,White Labs              ,WLP540                                  ,Ale               ,Medium   ,0.78 ,66  ,72
American Ale Yeast Blend WLP060              ,White Labs              ,WLP060                                  ,Ale               ,Medium   ,0.76 ,68  ,72
American Farmhouse Blend WLP670              ,White Labs              ,WLP670                                  ,Ale               ,Medium   ,0.785,68  ,72
American Hefeweizen Ale Yeast WLP320         ,White Labs              ,WLP320                                  ,Ale               ,Low      ,0.725,65  ,69
American Lager Yeast WLP840                  ,White Labs              ,WLP840                                  ,Lager             ,Medium   ,0.775,50  ,55
American Whiskey WLP065                      ,White Labs              ,WLP065                                  ,Ale               ,Medium   ,0.79 ,75  ,82
Antwerp Ale Yeast WLP515                     ,White Labs              ,WLP515                                  ,Ale               ,Medium   ,0.765,67  ,70
Artisanal Country Ale                        ,White Labs              ,WLP073                                  ,Belgian Ales      ,Medium   ,0.775,70  ,82
Australian Ale Yeast WLP009                  ,White Labs              ,WLP009                                  ,Ale               ,High     ,0.725,65  ,70
Bavarian Weizen Yeast WLP351                 ,White Labs              ,WLP351                                  ,Wheat             ,Low      ,0.75 ,66  ,70
Bedford British WLP006                       ,White Labs              ,WLP006                                  ,Ale               ,High     ,0.76 ,65  ,70
Belgian Ale Yeast WLP550                     ,White Labs              ,WLP550                                  ,Ale               ,Medium   ,0.815,68  ,78
Belgian Bastogne Ale Yeast WLP510            ,White Labs              ,WLP510                                  ,Ale               ,Medium   ,0.77 ,66  ,72
